BENCHMARK_NAME	WORKLOAD_NAME	MACHINE	RESULT_FOLDER	FOLDER_TIMESTAMP	STORAGE_TYPE	duration_micro	fork_workers	hot_threshold	initial_table_size	log_buffer_mb	loggers_per_node	max_scan_length	null_log_device	numa_nodes	ordered_inserts	random_inserts	read_all_fields	reducer_buffer_size	reps_per_tx	rmw_additional_reads	snapshot_pool_size	sort_keys	sort_load_keys	thread_per_node	verify_loaded_data	volatile_pool_size	workload	write_all_fields	zipfian_theta	COMPLETED_RUNS	FAILED_RUNS	MTPS_AVE	MTPS_STDEV	RACE_ABORTS_AVE	RACE_ABORTS_STDEV
ycsb	workloadF	lp	result_ycsb_1452512712	2016/01/11:03:45:12	hash	10000000	true	0	50	128	1	1000	true	1	0	0	0	1	0	10	1	1	0	4	0	1	F	0	0	3	0	0.6648963333333334	0.001478524113960388	0	0.0
ycsb	workloadF	lp	result_ycsb_1452512712	2016/01/11:03:45:12	masstree	10000000	true	0	50	128	1	1000	true	1	0	0	0	1	0	10	1	1	0	4	0	1	F	0	0	3	0	0.717438	0.0014293571981531881	0	0.0
ycsb	workloadF	lp	result_ycsb_1452512807	2016/01/11:03:46:47	hash	10000000	true	0	1000	128	1	1000	true	1	0	0	0	1	0	10	1	1	0	4	0	1	F	0	0	3	0	0.6539953333333334	0.002120042819272171	0	0.0
ycsb	workloadF	lp	result_ycsb_1452512807	2016/01/11:03:46:47	masstree	10000000	true	0	1000	128	1	1000	true	1	0	0	0	1	0	10	1	1	0	4	0	1	F	0	0	3	0	0.7263166666666668	0.0021747289996907485	0	0.0
ycsb	workloadF	lp	result_ycsb_1452512902	2016/01/11:03:48:22	hash	10000000	true	0	10000	128	1	1000	true	1	0	0	0	1	0	10	1	1	0	4	0	1	F	0	0	3	0	0.5702969999999999	0.0010649228454247875	0	0.0
ycsb	workloadF	lp	result_ycsb_1452512902	2016/01/11:03:48:22	masstree	10000000	true	0	10000	128	1	1000	true	1	0	0	0	1	0	10	1	1	0	4	0	1	F	0	0	3	0	0.6538806666666667	1.981486535017622E-4	0	0.0
ycsb	workloadF	lp	result_ycsb_1452512997	2016/01/11:03:49:57	hash	10000000	true	256	50	128	1	1000	true	1	0	0	0	1	0	10	1	1	0	4	0	1	F	0	0	3	0	0.836512	5.620575294828567E-4	0	0.0
ycsb	workloadF	lp	result_ycsb_1452512997	2016/01/11:03:49:57	masstree	10000000	true	256	50	128	1	1000	true	1	0	0	0	1	0	10	1	1	0	4	0	1	F	0	0	3	0	0.9428586666666666	6.536387040430807E-4	0	0.0
ycsb	workloadF	lp	result_ycsb_1452513092	2016/01/11:03:51:32	hash	10000000	true	256	1000	128	1	1000	true	1	0	0	0	1	0	10	1	1	0	4	0	1	F	0	0	3	0	0.7845243333333333	0.0012942360252177596	0	0.0
ycsb	workloadF	lp	result_ycsb_1452513092	2016/01/11:03:51:32	masstree	10000000	true	256	1000	128	1	1000	true	1	0	0	0	1	0	10	1	1	0	4	0	1	F	0	0	3	0	0.9046526666666667	5.818799036010586E-4	0	0.0
ycsb	workloadF	lp	result_ycsb_1452513187	2016/01/11:03:53:07	hash	10000000	true	256	10000	128	1	1000	true	1	0	0	0	1	0	10	1	1	0	4	0	1	F	0	0	3	0	0.6561486666666667	0.0019739206895865434	0	0.0
ycsb	workloadF	lp	result_ycsb_1452513187	2016/01/11:03:53:07	masstree	10000000	true	256	10000	128	1	1000	true	1	0	0	0	1	0	10	1	1	0	4	0	1	F	0	0	3	0	0.7823186666666667	0.0028908239117983563	0	0.0
ycsb	workloadF	lp	result_ycsb_1452513282	2016/01/11:03:54:42	hash	10000000	true	50	50	128	1	1000	true	1	0	0	0	1	0	10	1	1	0	4	0	1	F	0	0	3	0	0.8394893333333333	0.0027790116148564857	0	0.0
ycsb	workloadF	lp	result_ycsb_1452513282	2016/01/11:03:54:42	masstree	10000000	true	50	50	128	1	1000	true	1	0	0	0	1	0	10	1	1	0	4	0	1	F	0	0	3	0	0.9424676666666666	5.960986122945469E-4	0	0.0
ycsb	workloadF	lp	result_ycsb_1452513377	2016/01/11:03:56:17	hash	10000000	true	50	1000	128	1	1000	true	1	0	0	0	1	0	10	1	1	0	4	0	1	F	0	0	3	0	0.7846703333333335	5.827231092290529E-4	0	0.0
ycsb	workloadF	lp	result_ycsb_1452513377	2016/01/11:03:56:17	masstree	10000000	true	50	1000	128	1	1000	true	1	0	0	0	1	0	10	1	1	0	4	0	1	F	0	0	3	0	0.9039959999999999	0.0015208828576866568	0	0.0
ycsb	workloadF	lp	result_ycsb_1452513472	2016/01/11:03:57:52	hash	10000000	true	50	10000	128	1	1000	true	1	0	0	0	1	0	10	1	1	0	4	0	1	F	0	0	3	0	0.6553946666666667	0.0022109095162025894	0	0.0
ycsb	workloadF	lp	result_ycsb_1452513472	2016/01/11:03:57:52	masstree	10000000	true	50	10000	128	1	1000	true	1	0	0	0	1	0	10	1	1	0	4	0	1	F	0	0	3	0	0.7842353333333333	9.941510057311694E-4	0	0.0
ycsb	workloadF	lp	result_ycsb_1452513568	2016/01/11:03:59:28	hash	10000000	true	100	50	128	1	1000	true	1	0	0	0	1	0	10	1	1	0	4	0	1	F	0	0	3	0	0.8373940000000001	0.002812518799933101	0	0.0
ycsb	workloadF	lp	result_ycsb_1452513568	2016/01/11:03:59:28	masstree	10000000	true	100	50	128	1	1000	true	1	0	0	0	1	0	10	1	1	0	4	0	1	F	0	0	3	0	0.9277796666666666	0.02009060713091942	0	0.0
ycsb	workloadF	lp	result_ycsb_1452513663	2016/01/11:04:01:03	hash	10000000	true	100	1000	128	1	1000	true	1	0	0	0	1	0	10	1	1	0	4	0	1	F	0	0	3	0	0.7849376666666666	2.4373801943782281E-4	0	0.0
ycsb	workloadF	lp	result_ycsb_1452513663	2016/01/11:04:01:03	masstree	10000000	true	100	1000	128	1	1000	true	1	0	0	0	1	0	10	1	1	0	4	0	1	F	0	0	3	0	0.9041479999999998	7.314948168096255E-4	0	0.0
ycsb	workloadF	lp	result_ycsb_1452513758	2016/01/11:04:02:38	hash	10000000	true	100	10000	128	1	1000	true	1	0	0	0	1	0	10	1	1	0	4	0	1	F	0	0	0	1	0	0	0	0
ycsb	workloadF	lp	result_ycsb_1452513758	2016/01/11:04:02:38	masstree	10000000	true	100	10000	128	1	1000	true	1	0	0	0	1	0	10	1	1	0	4	0	1	F	0	0	3	0	0.7851706666666667	0.0011555524893095536	0	0.0

