BENCHMARK_NAME	WORKLOAD_NAME	MACHINE	RESULT_FOLDER	FOLDER_TIMESTAMP	STORAGE_TYPE	duration_micro	enable_retrospective_lock_list	extended_rw_lock	extra_table_reads	extra_table_rmws	extra_table_size	fork_workers	hot_threshold	initial_table_size	log_buffer_mb	loggers_per_node	max_scan_length	null_log_device	numa_nodes	ordered_inserts	parallel_lock	random_inserts	read_all_fields	reducer_buffer_size	reps_per_tx	rmw_additional_reads	snapshot_pool_size	sort_keys	sort_load_keys	thread_per_node	verify_loaded_data	volatile_pool_size	workload	write_all_fields	zipfian_theta	COMPLETED_RUNS	FAILED_RUNS	MTPS_AVE	MTPS_STDEV	RACE_ABORTS_AVE	RACE_ABORTS_STDEV
ycsb	workloadF	gh	result_ycsb_1457854877	2016/03/12:23:41:17	masstree	10000000	0	1	0	0	0	true	256	50	512	2	1000	true	16	0	0	0	0	1	7	3	1	0	0	14	0	16	F	0	0	3	0	9.133226666666666E-4	3.0761099691372256E-5	335489	1744.440184000945
ycsb	workloadF	gh	result_ycsb_1457855099	2016/03/12:23:44:59	hash	10000000	0	1	0	0	0	true	256	50	512	2	1000	true	16	0	0	0	0	1	6	4	1	0	0	14	0	16	F	0	0	3	0	0.012887233333333333	2.6066112525865156E-5	4232809	7613.41291554952
ycsb	workloadF	gh	result_ycsb_1457855099	2016/03/12:23:44:59	masstree	10000000	0	1	0	0	0	true	256	50	512	2	1000	true	16	0	0	0	0	1	6	4	1	0	0	14	0	16	F	0	0	3	0	0.0011281733333333335	3.15898974709035E-5	368602	6165.982322387894
ycsb	workloadF	gh	result_ycsb_1457855321	2016/03/12:23:48:41	hash	10000000	0	1	0	0	0	true	256	50	512	2	1000	true	16	0	0	0	0	1	5	5	1	0	0	14	0	16	F	0	0	3	0	0.015576566666666666	2.3515148782480047E-5	4315931	9357.412082975987
ycsb	workloadF	gh	result_ycsb_1457855321	2016/03/12:23:48:41	masstree	10000000	0	1	0	0	0	true	256	50	512	2	1000	true	16	0	0	0	0	1	5	5	1	0	0	14	0	16	F	0	0	3	0	0.0013850766666666668	3.943468890315447E-5	399521	4026.2028706390333
ycsb	workloadF	gh	result_ycsb_1457855542	2016/03/12:23:52:22	hash	10000000	0	1	0	0	0	true	256	50	512	2	1000	true	16	0	0	0	0	1	4	6	1	0	0	14	0	16	F	0	0	3	0	0.019689166666666664	6.218876282951793E-5	4445219	3990.5187074724386
ycsb	workloadF	gh	result_ycsb_1457855542	2016/03/12:23:52:22	masstree	10000000	0	1	0	0	0	true	256	50	512	2	1000	true	16	0	0	0	0	1	4	6	1	0	0	14	0	16	F	0	0	3	0	0.0018639833333333334	8.324946459620874E-5	444818	4127.497896896557
ycsb	workloadF	gh	result_ycsb_1457855763	2016/03/12:23:56:03	hash	10000000	0	1	0	0	0	true	256	50	512	2	1000	true	16	0	0	0	0	1	3	7	1	0	0	14	0	16	F	0	0	3	0	0.02669276666666667	8.975642347736846E-5	4622581	7563.827734685659
ycsb	workloadF	gh	result_ycsb_1457855763	2016/03/12:23:56:03	masstree	10000000	0	1	0	0	0	true	256	50	512	2	1000	true	16	0	0	0	0	1	3	7	1	0	0	14	0	16	F	0	0	3	0	0.0025079166666666665	6.15852457078031E-5	497983	12933.254888078252
ycsb	workloadF	gh	result_ycsb_1457855984	2016/03/12:23:59:44	hash	10000000	0	1	0	0	0	true	256	50	512	2	1000	true	16	0	0	0	0	1	2	8	1	0	0	14	0	16	F	0	0	3	0	0.040922966666666664	1.494806639304547E-4	4898164	19393.71267247858
ycsb	workloadF	gh	result_ycsb_1457855984	2016/03/12:23:59:44	masstree	10000000	0	1	0	0	0	true	256	50	512	2	1000	true	16	0	0	0	0	1	2	8	1	0	0	14	0	16	F	0	0	3	0	0.004253413333333333	4.323563619926909E-4	405098	68443.64163228667
ycsb	workloadF	gh	result_ycsb_1457856205	2016/03/13:00:03:25	hash	10000000	0	1	0	0	0	true	256	50	512	2	1000	true	16	0	0	0	0	1	1	9	1	0	0	14	0	16	F	0	0	3	0	0.0698487	0.0050331051992449465	4299714	251610.5111158912
ycsb	workloadF	gh	result_ycsb_1457856205	2016/03/13:00:03:25	masstree	10000000	0	1	0	0	0	true	256	50	512	2	1000	true	16	0	0	0	0	1	1	9	1	0	0	14	0	16	F	0	0	3	0	0.007680823333333334	8.376380098162168E-4	420485	4780.402063517827
ycsb	workloadF	gh	result_ycsb_1457856426	2016/03/13:00:07:06	hash	10000000	0	1	0	0	0	true	256	50	512	2	1000	true	16	0	0	0	0	1	0	10	1	0	0	14	0	16	F	0	0	3	0	112.06466666666665	0.6375757907046395	0	0.0
ycsb	workloadF	gh	result_ycsb_1457856426	2016/03/13:00:07:06	masstree	10000000	0	1	0	0	0	true	256	50	512	2	1000	true	16	0	0	0	0	1	0	10	1	0	0	14	0	16	F	0	0	3	0	121.008	0.8287645423573338	0	0.0
ycsb	workloadF	gh	result_ycsb_1457856646	2016/03/13:00:10:46	hash	10000000	1	1	0	0	0	true	256	50	512	2	1000	true	16	0	0	0	0	1	10	0	1	0	0	14	0	16	F	0	0	3	0	0.0644637	2.0862427152198426E-4	634677	1986.8863972411689
ycsb	workloadF	gh	result_ycsb_1457856646	2016/03/13:00:10:46	masstree	10000000	1	1	0	0	0	true	256	50	512	2	1000	true	16	0	0	0	0	1	10	0	1	0	0	14	0	16	F	0	0	3	0	0.03319503333333334	4.0431038677379116E-5	327470	374.0213897626712
ycsb	workloadF	gh	result_ycsb_1457856869	2016/03/13:00:14:29	hash	10000000	1	1	0	0	0	true	256	50	512	2	1000	true	16	0	0	0	0	1	9	1	1	0	0	14	0	16	F	0	0	3	0	0.06813753333333333	8.411271538692102E-5	666975	832.3265918748434
ycsb	workloadF	gh	result_ycsb_1457856869	2016/03/13:00:14:29	masstree	10000000	1	1	0	0	0	true	256	50	512	2	1000	true	16	0	0	0	0	1	9	1	1	0	0	14	0	16	F	0	0	3	0	0.03443163333333333	1.3238636217207783E-4	337896	1245.8707798162698
ycsb	workloadF	gh	result_ycsb_1457857090	2016/03/13:00:18:10	hash	10000000	1	1	0	0	0	true	256	50	512	2	1000	true	16	0	0	0	0	1	8	2	1	0	0	14	0	16	F	0	0	3	0	0.0728205	3.8193754288805726E-4	707712	3622.573103322556
ycsb	workloadF	gh	result_ycsb_1457857090	2016/03/13:00:18:10	masstree	10000000	1	1	0	0	0	true	256	50	512	2	1000	true	16	0	0	0	0	1	8	2	1	0	0	14	0	16	F	0	0	3	0	0.0357771	5.610365407125393E-5	348944	543.543824254768
ycsb	workloadF	gh	result_ycsb_1457857311	2016/03/13:00:21:51	hash	10000000	1	1	0	0	0	true	256	50	512	2	1000	true	16	0	0	0	0	1	7	3	1	0	0	14	0	16	F	0	0	3	0	0.08066406666666666	1.9064057513841162E-4	776406	1484.6826447231044
ycsb	workloadF	gh	result_ycsb_1457857311	2016/03/13:00:21:51	masstree	10000000	1	1	0	0	0	true	256	50	512	2	1000	true	16	0	0	0	0	1	7	3	1	0	0	14	0	16	F	0	0	3	0	0.037550433333333334	4.743566403567175E-5	363429	402.21635968717135
ycsb	workloadF	gh	result_ycsb_1457857532	2016/03/13:00:25:32	hash	10000000	1	1	0	0	0	true	256	50	512	2	1000	true	16	0	0	0	0	1	6	4	1	0	0	14	0	16	F	0	0	3	0	0.09181083333333333	5.502098590247535E-5	872124	627.4436672259847
